temperature_K,bit_rate_bits_per_s,Pmin_W
150.0,3.7030695840051255e+29,531571729.28279847
150.0,4.55892949998105e+29,654429516.6504049
150.0,5.6125972559549656e+29,805682410.6148746
150.0,6.909790545715645e+29,991893137.8533105
150.0,8.5067934163641e+29,1221141213.9054017
150.0,1.0472898382363531e+30,1503373506.0670412
150.0,1.2893412965257104e+30,1850835818.99267
150.0,1.5873361110102054e+30,2278604229.1166387
150.0,1.9542040079740515e+30,2805239222.0148582
150.0,2.4058630546440668e+30,3453591015.137058
150.0,2.961910329772535e+30,4251791008.136754
150.0,3.64647222321273e+30,5234472378.93491
150.0,4.4892512582185893e+30,6444272786.079332
150.0,5.526814857144591e+30,7933684378.300752
150.0,6.804181968927094e+30,9767331381.511532
150.0,8.376776400682925e+30,12024774085.693214
150.0,1.0312831606721785e+31,14803960894.135366
150.0,1.2696351276599676e+31,18225478216.329987
150.0,1.563075417945811e+31,22437782603.540123
150.0,1.924336141115976e+31,27623642144.689194
150.0,2.369092074182632e+31,34008066608.92847
150.0,2.916640776023707e+31,41868070416.61843
150.0,3.590739891061033e+31,51544692045.230515
150.0,4.420637972028511e+31,63457791381.35543
150.0,5.44234354830025e+31,78124267062.57219
150.0,6.700187503509577e+31,96180484243.22162
150.0,8.248746552614582e+31,118409885904.6119
150.0,1.0155211276345609e+32,145776985739.508
150.0,1.2502301459914586e+32,179469217531.5184
150.0,1.539185522990199e+32,220948456836.1857
150.0,1.8949247718738002e+32,272014450443.1149
150.0,2.3328830978641535e+32,334882905766.25134
150.0,2.8720631177978515e+32,412281628390.55
150.0,3.535859366535183e+32,507568879096.51715
150.0,4.353073364731865e+32,624879085767.189
150.0,5.3591632908484485e+32,769302232485.7452
150.0,6.59778247953952e+32,947104709355.0154
150.0,8.12267350047977e+32,1166001205513.2952
150.0,1e+33,1435489442539.3618
300.0,1000000.0,2.8709788850787237e-15
300.0,1231121.7482038895,3.534524544054572e-15
300.0,1515660.7589006044,4.35143003574603e-15
300.0,1865962.923181746,5.357140152794565e-15
300.0,2297227.536071151,6.595291750281697e-15
300.0,2828166.780230035,8.119607109521511e-15
300.0,3481817.6306889663,9.996224899402852e-15
300.0,4286541.408420925,1.230656987359209e-14
300.0,5277254.352483532,1.5150885817170014e-14
300.0,6496942.604146125,1.8652585034071903e-14
300.0,7998527.3367967075,2.2963603095668307e-14
300.0,9847160.957933763,2.8270991188199414e-14
300.0,12123054.013376528,3.4805032095072895e-14
300.0,14924955.45051829,4.284923195917862e-14
300.0,18374437.24610725,5.275262135877797e-14
300.0,22621169.304690264,6.49448994295567e-14
300.0,27849413.500806443,7.995507812264164e-14
300.0,34286018.63556583,9.843443555612515e-14
300.0,42210263.20156903,1.2118477438532014e-13
300.0,51965973.02486197,1.4919321129694926e-13
300.0,63976439.55748424,1.8367500711205248e-13
300.0,78762786.11187062,2.261262958571523e-13
300.0,96966578.93145521,2.7838900067052734e-13
300.0,119377664.17144357,3.4273075318623335e-13
300.0,146968438.61124474,4.219432840258723e-13
300.0,180936041.07387203,5.194635534728233e-13
300.0,222754295.19995564,6.395228780796655e-13
300.0,274237657.32649523,7.873305236778224e-13
300.0,337619944.1111333,9.692997307245226e-13
300.0,415651255.82259876,1.1933259790231361e-12
300.0,511717300.711461,1.4691295654720843e-12
300.0,629986297.838068,1.8086773589820094e-12
300.0,775589832.3389002,2.2267020321267302e-12
300.0,954845510.2782303,2.741341298521019e-12
300.0,1175531073.8783674,3.3749248918587102e-12
300.0,1447221870.7411344,4.154943432921927e-12
300.0,1781706319.5457325,5.1152412228271236e-12
300.0,2193497398.9050555,6.297484716731517e-12
300.0,2700462352.420682,7.752970393749797e-12
300.0,3324597932.2709312,9.544850464926229e-12
300.0,4092984818.452434,1.1750872990724712e-11
300.0,5038962625.06515,1.4466755299262905e-11
300.0,6203576476.104281,1.7810337074866468e-11
300.0,7637357916.378012,2.192669331571011e-11
300.0,9402517429.670132,2.6994429007167623e-11
300.0,11575643695.53301,3.3233428631069925e-11
300.0,14251026703.029963,4.091439675509208e-11
300.0,17544748908.334595,5.037060365983661e-11
300.0,21599721947.827213,6.201234563578342e-11
300.0,26591887445.126907,7.634474736934936e-11
300.0,32737850959.48577,9.398967884753789e-11
300.0,40304280305.68042,1.1571273773590275e-10
300.0,49619476030.028984,1.4245646797088308e-10
300.0,61087616075.05039,1.7538125589126532e-10
300.0,75206292695.92422,2.159156783550487e-10
300.0,92588102539.73946,2.6581848740109577e-10
300.0,113987226661.60526,3.2725492091415124e-10
300.0,140332153760.5482,4.028906503441547e-10
300.0,172765966466.90347,4.960074417866987e-10
300.0,212695938666.86917,6.106455488545807e-10
300.0,261854595847.4238,7.517790156387766e-10
300.0,322374887814.90265,9.255314959962079e-10
300.0,396882735463.71497,1.1394419533686105e-09
300.0,488610967116.0316,1.4027917696080215e-09
300.0,601539588027.4833,1.7270074557658588e-09
300.0,740568469226.2441,2.1261564381036197e-09
300.0,911729948498.494,2.6175574310330888e-09
300.0,1122450568085.306,3.222531880517532e-09
300.0,1381873305653.628,3.967329082385503e-09
300.0,1701254279852.5857,4.884265115606584e-09
300.0,2094451143151.4688,6.0131250078168625e-09
300.0,2578524352884.2764,7.402888971792038e-09
300.0,3174477409109.187,9.11385761271189e-09
300.0,3908168177536.264,1.1220268317043211e-08
300.0,4811430839003.245,1.3813516345794926e-08
300.0,5923457145875.794,1.7006120392478088e-08
300.0,7292496916841.444,2.093660466775348e-08
300.0,8977951553033.332,2.5775509340018435e-08
300.0,11052951411260.197,3.173279011952911e-08
300.0,13607528864243.33,3.906692804734187e-08
300.0,16752524724082.104,4.8096144754599e-08
300.0,20624397525140.883,5.921220981214936e-08
300.0,25391144336803.473,7.2897439258949e-08
300.0,31259590004822.84,8.97456228600643e-08
300.0,38484361094874.25,1.1048778810912909e-07
300.0,47378933909631.44,1.3602391885209222e-07
300.0,58329235942861.88,1.6746200477473144e-07
300.0,71810390925373.42,2.061661160759959e-07
300.0,88407334015250.62,2.538155892438866e-07
300.0,108840191606900.31,3.1247789195133333e-07
300.0,133995526965933.7,3.8469832861419245e-07
300.0,164964807409802.06,4.7361047885461993e-07
300.0,203091762090473.06,5.830721606951798e-07
300.0,250030685190632.12,7.178328178040704e-07
300.0,307818214256508.0,8.837395935730731e-07
300.0,378961698064470.8,1.0879910333966744e-06
300.0,466547988223446.8,1.339449423065473e-06
300.0,574377374882658.8,1.64902531535506e-06
300.0,707128477894298.1,2.0301509290723873e-06
300.0,870561247909985.6,2.4993629609173533e-06
300.0,1071766885445503.4,3.0770200978406276e-06
300.0,1319475521676703.2,3.788186362112049e-06
300.0,1624435010958865.5,4.663718616645529e-06
300.0,1999877270535287.0,5.7416054164556795e-06
300.0,2462092401494620.5,7.0686152978038235e-06
300.0,3031135501567576.0,8.702326022813017e-06
300.0,3731696837732755.5,1.0713622826645786e-05
300.0,4594173134636467.0,1.3189774063937231e-05
300.0,5655986461065002.0,1.6238217704008757e-05
300.0,6963207939763890.0,1.9991222967474652e-05
300.0,8572556731909307.0,2.461162936845109e-05
300.0,1.055386103036523e+16,3.029991217423376e-05
300.0,1.2993087842004172e+16,3.730288084636706e-05
300.0,1.599607301861491e+16,4.5924387880620895e-05
300.0,1.9693113379074136e+16,5.6538512692783166e-05
300.0,2.424462017082321e+16,6.960579258718716e-05
300.0,2.9848079169243212e+16,8.569320505505535e-05
300.0,3.674661940736688e+16,0.00010549876841657436
300.0,4.523956232538058e+16,0.00012988182820637058
300.0,5.5695409058001016e+16,0.0001599003434013432
300.0,6.8567829366417656e+16,0.00019685679030666595
300.0,8.441534596012958e+16,0.00024235467582814759
300.0,1.039255682936711e+17,0.00029836811219093664
300.0,1.2794502732078734e+17,0.0003673274718888009
300.0,1.5751590570916115e+17,0.0004522248393550529
300.0,1.939212572065835e+17,0.0005567438348080215
300.0,2.387406771860637e+17,0.0006854194432105847
300.0,2.939188398646878e+17,0.0008438347831783533
300.0,3.6184987596427424e+17,0.0010388633534617866
300.0,4.454812518844988e+17,0.0012789672678588325
300.0,5.484416576121026e+17,0.0015745644187019215
300.0,6.751984523072466e+17,0.0019384804998119388
300.0,8.312514989890666e+17,0.0023865055017876485
300.0,1.0233717986325171e+18,0.002938078825458992
300.0,1.259895277795026e+18,0.0036171327399599127
300.0,1.5510844769528404e+18,0.004453130782304982
300.0,1.9095738328780849e+18,0.005482346153691829
300.0,2.350917875457294e+18,0.006749435580992023
300.0,2.8942661247167396e+18,0.008309376931860384
300.0,3.563193971228577e+18,0.01022985465483705
300.0,4.386725591048494e+18,0.012594196546534712
300.0,5.400593278542374e+18,0.015504989269593235
300.0,6.648787838417277e+18,0.01908852949546421
300.0,8.185467307068987e+18,0.023500303803097266
300.0,1.0077306820944577e+19,0.02893173510139168
300.0,1.2406391590588293e+19,0.03561848829659724
300.0,1.5273778503907123e+19,0.043850695580086654
300.0,1.8803880893409165e+19,0.053985545002512965
300.0,2.3149866718511464e+19,0.0664627785412331
300.0,2.8500304385181168e+19,0.0818237721081717
300.0,3.5087344559027003e+19,0.10073502536244838
300.0,4.319679297334165e+19,0.12401708052958085
300.0,5.318051128214197e+19,0.15268012498872044
300.0,6.547168402004689e+19,0.18796782239210072
300.0,8.060361408861361e+19,0.23141127410944362
300.0,9.923286228832505e+19,0.284895452335706
300.0,1.221677348996788e+20,0.35074098733487297
300.0,1.5040335536380222e+20,0.431804857494468
300.0,1.851648417912154e+20,0.5316043510415219
300.0,2.279604637318982e+20,0.6544696780070339
300.0,2.8064708463098216e+20,0.8057318541344515
300.0,3.455107294592232e+20,0.9919540088455773
300.0,4.2536577327503743e+20,1.2212161535078163
300.0,5.2367705442046444e+20,1.5034657658413753
300.0,6.44710210732387e+20,1.8509494020073374
300.0,7.937167617217494e+20,2.278744063636203
300.0,9.771619672696201e+20,2.8054113753330663
300.0,1.2030053494233194e+21,3.453802956831102
300.0,1.4810460488806708e+21,4.252051934165677
300.0,1.8233480008684384e+21,5.23479361064379
300.0,2.2447633784132238e+21,6.444668261422347
300.0,2.7635770147361627e+21,7.934171256596416
300.0,3.4022997656780506e+21,9.767930787969973
300.0,4.188645235435288e+21,12.025512028020312
300.0,5.156732244854953e+21,14.804869390983177
300.0,6.34856521630521e+21,18.2265966865575
300.0,7.815856707684091e+21,22.439159576561938
300.0,9.622271173675075e+21,27.62533736612281
300.0,1.1846187309026775e+22,34.01015363290342
300.0,1.4584098829439802e+22,41.870639797223006
300.0,1.7954801246878267e+22,51.54785526557265
300.0,2.210454629971019e+22,63.461685690713
300.0,2.721338768375309e+22,78.12906143151653
300.0,3.3502993419772367e+22,96.1863866950979
300.0,4.124626382901331e+22,118.41715254148353
300.0,5.077917243205382e+22,145.78593185419817
300.0,6.2515343536896986e+22,179.48023128787392
300.0,7.696399902471151e+22,220.96201611116624
300.0,9.475205302806547e+22,272.03114356143556
300.0,1.1665131316981984e+23,334.90345702725847
300.0,1.4361196859990715e+23,412.30692949492214
300.0,1.7680381784572013e+23,507.60002783636736
300.0,2.1766702531534548e+23,624.9174336582529
300.0,2.6797460873256894e+23,769.349443408438
300.0,3.299093687770942e+23,947.1628317486875
300.0,4.0615859883769544e+23,1166.0727612561836
300.0,5.0003068424910695e+23,1435.5775363706525
300.0,6.155986501483489e+23,1767.3707262588741
300.0,7.578768863625915e+23,2175.848538236208
300.0,9.33038717262036e+23,2678.734456220243
300.0,1.1486842567375547e+24,3297.8482467158674
300.0,1.414170170289015e+24,4060.052698807946
300.0,1.7410156523040083e+24,4998.419176356369
300.0,2.14340223351485e+24,6153.662554651711
300.0,2.6387891048289296e+24,7575.907802139644
300.0,3.2486706558783745e+24,9326.864857601662
300.0,3.9995090972036694e+24,11482.506168752005
300.0,4.923882631706711e+24,14136.363068235825
300.0,6.061898993497547e+24,17403.584013811425
300.0,7.462935686310113e+24,21425.93077609683
300.0,9.187782428863321e+24,26377.929353963907
300.0,1.1311278765939213e+25,32474.442500250803
300.0,1.392556128874465e+25,39979.992422855554
300.0,1.7144061358519615e+25,49220.23816480388
300.0,2.110642679101546e+25,60596.105656465275
300.0,2.598458104929242e+25,74601.18353013528
300.0,3.1990182847750607e+25,91843.13948569956
300.0,3.938380983288489e+25,113070.08644416834
300.0,4.848626481239088e+25,139203.04249270973
300.0,5.969249509970703e+25,171375.89302892407
300.0,7.348872892180358e+25,210984.5890257722
300.0,9.047357242349274e+25,259747.71608548836
300.0,1.1138398264826183e+26,319781.06231913465
300.0,1.3712724343984009e+26,393689.42048483086
300.0,1.688203316700366e+26,484679.6075966621
300.0,2.0783838185797468e+26,596699.6058231742
300.0,2.5587435201685787e+26,734609.8618735996
300.0,3.1501247957553214e+26,904394.1773976455
300.0,3.878187145610719e+26,1113419.3407432102
300.0,4.7745205385661314e+26,1370754.765259806
300.0,5.8780160722748755e+26,1687566.0029654542
300.0,7.23655342286962e+26,2077599.2077802843
300.0,8.909078300934106e+26,2557777.568749485
300.0,1.0968160052731357e+27,3148935.591955567
300.0,1.3503140378698723e+27,3876723.0909497957
300.0,1.6624009789266134e+27,4772718.109032508
300.0,2.0466179993919774e+27,5875797.062076428
300.0,2.519635929317003e+27,7233821.551154824
300.0,3.101978590138087e+27,8905715.034252718
300.0,3.818913304781846e+27,10964019.461974889
300.0,4.7015472240221297e+27,13498042.807368023
300.0,5.78817703770128e+27,16617734.058337891
300.0,7.125950633568367e+27,20458453.805088136
300.0,8.77291280161332e+27,25186847.414068673
300.0,1.0800523745162496e+28,31008075.620152906
300.0,1.32967596746621e+28,38174716.26592113
300.0,1.6369930016117018e+28,46997723.42648838
300.0,2.015337685941735e+28,57859919.42642138
300.0,2.481126055137755e+28,71232605.15519165
300.0,3.0545682465154193e+28,87696009.3877771
300.0,3.76054539965816e+28,107964464.3879851
300.0,4.629689226627258e+28,132917400.14123304
300.0,5.699711094326076e+28,163637502.0285911
300.0,7.017038286703837e+28,201457687.569157
300.0,8.6388284427404e+28,248018940.50925204
300.0,1.0635449574860068e+29,305341511.62742746
300.0,1.3093533273536067e+29,375912575.5939775
300.0,1.6119733573881556e+29,462794147.2370854
300.0,1.984535457805803e+29,569755939.60505
300.0,2.443204762186472e+29,701438928.4161146
300.0,3.0078825180430836e+29,863556719.8099117
300.0,3.7030695840051255e+29,1063143458.5655969
300.0,4.55892949998105e+29,1308859033.3008099
300.0,5.6125972559549656e+29,1611364821.2297492
300.0,6.909790545715645e+29,1983786275.706621
300.0,8.5067934163641e+29,2442282427.8108034
300.0,1.0472898382363531e+30,3006747012.1340823
300.0,1.2893412965257104e+30,3701671637.98534
300.0,1.5873361110102054e+30,4557208458.233277
300.0,1.9542040079740515e+30,5610478444.0297165
300.0,2.4058630546440668e+30,6907182030.274116
300.0,2.961910329772535e+30,8503582016.273508
300.0,3.64647222321273e+30,10468944757.86982
300.0,4.4892512582185893e+30,12888545572.158665
300.0,5.526814857144591e+30,15867368756.601503
300.0,6.804181968927094e+30,19534662763.023064
300.0,8.376776400682925e+30,24049548171.38643
300.0,1.0312831606721785e+31,29607921788.270733
300.0,1.2696351276599676e+31,36450956432.65997
300.0,1.563075417945811e+31,44875565207.080246
300.0,1.924336141115976e+31,55247284289.37839
300.0,2.369092074182632e+31,68016133217.85694
300.0,2.916640776023707e+31,83736140833.23686
300.0,3.590739891061033e+31,103089384090.46103
300.0,4.420637972028511e+31,126915582762.71086
300.0,5.44234354830025e+31,156248534125.14438
300.0,6.700187503509577e+31,192360968486.44324
300.0,8.248746552614582e+31,236819771809.2238
300.0,1.0155211276345609e+32,291553971479.016
300.0,1.2502301459914586e+32,358938435063.0368
300.0,1.539185522990199e+32,441896913672.3714
300.0,1.8949247718738002e+32,544028900886.2298
300.0,2.3328830978641535e+32,669765811532.5027
300.0,2.8720631177978515e+32,824563256781.1
300.0,3.535859366535183e+32,1015137758193.0343
300.0,4.353073364731865e+32,1249758171534.378
300.0,5.3591632908484485e+32,1538604464971.4905
300.0,6.59778247953952e+32,1894209418710.0308
300.0,8.12267350047977e+32,2332002411026.5903
300.0,1e+33,2870978885078.7236
600.0,1000000.0,5.7419577701574475e-15
600.0,1231121.7482038895,7.069049088109144e-15
600.0,1515660.7589006044,8.70286007149206e-15
600.0,1865962.923181746,1.071428030558913e-14
600.0,2297227.536071151,1.3190583500563394e-14
600.0,2828166.780230035,1.6239214219043022e-14
600.0,3481817.6306889663,1.9992449798805705e-14
600.0,4286541.408420925,2.461313974718418e-14
600.0,5277254.352483532,3.030177163434003e-14
600.0,6496942.604146125,3.7305170068143805e-14
600.0,7998527.3367967075,4.5927206191336614e-14
600.0,9847160.957933763,5.654198237639883e-14
600.0,12123054.013376528,6.961006419014579e-14
600.0,14924955.45051829,8.569846391835724e-14
600.0,18374437.24610725,1.0550524271755594e-13
600.0,22621169.304690264,1.298897988591134e-13
600.0,27849413.500806443,1.5991015624528328e-13
600.0,34286018.63556583,1.968688711122503e-13
600.0,42210263.20156903,2.423695487706403e-13
600.0,51965973.02486197,2.983864225938985e-13
600.0,63976439.55748424,3.6735001422410496e-13
600.0,78762786.11187062,4.522525917143046e-13
600.0,96966578.93145521,5.567780013410547e-13
600.0,119377664.17144357,6.854615063724667e-13
600.0,146968438.61124474,8.438865680517446e-13
600.0,180936041.07387203,1.0389271069456466e-12
600.0,222754295.19995564,1.279045756159331e-12
600.0,274237657.32649523,1.5746610473556448e-12
600.0,337619944.1111333,1.938599461449045e-12
600.0,415651255.82259876,2.3866519580462722e-12
600.0,511717300.711461,2.9382591309441687e-12
600.0,629986297.838068,3.6173547179640187e-12
600.0,775589832.3389002,4.4534040642534604e-12
600.0,954845510.2782303,5.482682597042038e-12
600.0,1175531073.8783674,6.7498497837174204e-12
600.0,1447221870.7411344,8.309886865843854e-12
600.0,1781706319.5457325,1.0230482445654247e-11
600.0,2193497398.9050555,1.2594969433463034e-11
600.0,2700462352.420682,1.5505940787499594e-11
600.0,3324597932.2709312,1.9089700929852458e-11
600.0,4092984818.452434,2.3501745981449424e-11
600.0,5038962625.06515,2.893351059852581e-11
600.0,6203576476.104281,3.5620674149732936e-11
600.0,7637357916.378012,4.385338663142022e-11
600.0,9402517429.670132,5.3988858014335246e-11
600.0,11575643695.53301,6.646685726213985e-11
600.0,14251026703.029963,8.182879351018417e-11
600.0,17544748908.334595,1.0074120731967323e-10
600.0,21599721947.827213,1.2402469127156684e-10
600.0,26591887445.126907,1.5268949473869873e-10
600.0,32737850959.48577,1.8797935769507578e-10
600.0,40304280305.68042,2.314254754718055e-10
600.0,49619476030.028984,2.8491293594176616e-10
600.0,61087616075.05039,3.5076251178253064e-10
600.0,75206292695.92422,4.318313567100974e-10
600.0,92588102539.73946,5.316369748021915e-10
600.0,113987226661.60526,6.545098418283025e-10
600.0,140332153760.5482,8.057813006883094e-10
600.0,172765966466.90347,9.920148835733975e-10
600.0,212695938666.86917,1.2212910977091613e-09
600.0,261854595847.4238,1.5035580312775532e-09
600.0,322374887814.90265,1.8510629919924158e-09
600.0,396882735463.71497,2.278883906737221e-09
600.0,488610967116.0316,2.805583539216043e-09
600.0,601539588027.4833,3.4540149115317175e-09
600.0,740568469226.2441,4.252312876207239e-09
600.0,911729948498.494,5.2351148620661775e-09
600.0,1122450568085.306,6.445063761035064e-09
600.0,1381873305653.628,7.934658164771006e-09
600.0,1701254279852.5857,9.768530231213168e-09
600.0,2094451143151.4688,1.2026250015633725e-08
600.0,2578524352884.2764,1.4805777943584076e-08
600.0,3174477409109.187,1.822771522542378e-08
600.0,3908168177536.264,2.2440536634086422e-08
600.0,4811430839003.245,2.762703269158985e-08
600.0,5923457145875.794,3.4012240784956176e-08
600.0,7292496916841.444,4.187320933550696e-08
600.0,8977951553033.332,5.155101868003687e-08
600.0,11052951411260.197,6.346558023905822e-08
600.0,13607528864243.33,7.813385609468374e-08
600.0,16752524724082.104,9.6192289509198e-08
600.0,20624397525140.883,1.1842441962429873e-07
600.0,25391144336803.473,1.45794878517898e-07
600.0,31259590004822.84,1.794912457201286e-07
600.0,38484361094874.25,2.2097557621825819e-07
600.0,47378933909631.44,2.7204783770418443e-07
600.0,58329235942861.88,3.349240095494629e-07
600.0,71810390925373.42,4.123322321519918e-07
600.0,88407334015250.62,5.076311784877732e-07
600.0,108840191606900.31,6.249557839026667e-07
600.0,133995526965933.7,7.693966572283849e-07
600.0,164964807409802.06,9.472209577092399e-07
600.0,203091762090473.06,1.1661443213903597e-06
600.0,250030685190632.12,1.435665635608141e-06
600.0,307818214256508.0,1.7674791871461462e-06
600.0,378961698064470.8,2.175982066793349e-06
600.0,466547988223446.8,2.678898846130946e-06
600.0,574377374882658.8,3.29805063071012e-06
600.0,707128477894298.1,4.0603018581447745e-06
600.0,870561247909985.6,4.9987259218347065e-06
600.0,1071766885445503.4,6.154040195681255e-06
600.0,1319475521676703.2,7.576372724224098e-06
600.0,1624435010958865.5,9.327437233291057e-06
600.0,1999877270535287.0,1.1483210832911359e-05
600.0,2462092401494620.5,1.4137230595607647e-05
600.0,3031135501567576.0,1.7404652045626034e-05
600.0,3731696837732755.5,2.1427245653291572e-05
600.0,4594173134636467.0,2.6379548127874462e-05
600.0,5655986461065002.0,3.2476435408017514e-05
600.0,6963207939763890.0,3.9982445934949304e-05
600.0,8572556731909307.0,4.922325873690218e-05
600.0,1.055386103036523e+16,6.059982434846752e-05
600.0,1.2993087842004172e+16,7.460576169273412e-05
600.0,1.599607301861491e+16,9.184877576124179e-05
600.0,1.9693113379074136e+16,0.00011307702538556633
600.0,2.424462017082321e+16,0.00013921158517437432
600.0,2.9848079169243212e+16,0.0001713864101101107
600.0,3.674661940736688e+16,0.00021099753683314872
600.0,4.523956232538058e+16,0.00025976365641274115
600.0,5.5695409058001016e+16,0.0003198006868026864
600.0,6.8567829366417656e+16,0.0003937135806133319
600.0,8.441534596012958e+16,0.00048470935165629517
600.0,1.039255682936711e+17,0.0005967362243818733
600.0,1.2794502732078734e+17,0.0007346549437776018
600.0,1.5751590570916115e+17,0.0009044496787101058
600.0,1.939212572065835e+17,0.001113487669616043
600.0,2.387406771860637e+17,0.0013708388864211694
600.0,2.939188398646878e+17,0.0016876695663567067
600.0,3.6184987596427424e+17,0.0020777267069235733
600.0,4.454812518844988e+17,0.002557934535717665
600.0,5.484416576121026e+17,0.003149128837403843
600.0,6.751984523072466e+17,0.0038769609996238776
600.0,8.312514989890666e+17,0.004773011003575297
600.0,1.0233717986325171e+18,0.005876157650917984
600.0,1.259895277795026e+18,0.007234265479919825
600.0,1.5510844769528404e+18,0.008906261564609963
600.0,1.9095738328780849e+18,0.010964692307383658
600.0,2.350917875457294e+18,0.013498871161984047
600.0,2.8942661247167396e+18,0.01661875386372077
600.0,3.563193971228577e+18,0.0204597093096741
600.0,4.386725591048494e+18,0.025188393093069424
600.0,5.400593278542374e+18,0.03100997853918647
600.0,6.648787838417277e+18,0.03817705899092842
600.0,8.185467307068987e+18,0.04700060760619453
600.0,1.0077306820944577e+19,0.05786347020278336
600.0,1.2406391590588293e+19,0.07123697659319447
600.0,1.5273778503907123e+19,0.08770139116017331
600.0,1.8803880893409165e+19,0.10797109000502593
600.0,2.3149866718511464e+19,0.1329255570824662
600.0,2.8500304385181168e+19,0.1636475442163434
600.0,3.5087344559027003e+19,0.20147005072489677
600.0,4.319679297334165e+19,0.2480341610591617
600.0,5.318051128214197e+19,0.3053602499774409
600.0,6.547168402004689e+19,0.37593564478420144
600.0,8.060361408861361e+19,0.46282254821888724
600.0,9.923286228832505e+19,0.569790904671412
600.0,1.221677348996788e+20,0.7014819746697459
600.0,1.5040335536380222e+20,0.863609714988936
600.0,1.851648417912154e+20,1.0632087020830439
600.0,2.279604637318982e+20,1.3089393560140679
600.0,2.8064708463098216e+20,1.611463708268903
600.0,3.455107294592232e+20,1.9839080176911545
600.0,4.2536577327503743e+20,2.4424323070156326
600.0,5.2367705442046444e+20,3.0069315316827505
600.0,6.44710210732387e+20,3.7018988040146747
600.0,7.937167617217494e+20,4.557488127272406
600.0,9.771619672696201e+20,5.610822750666133
600.0,1.2030053494233194e+21,6.907605913662204
600.0,1.4810460488806708e+21,8.504103868331354
600.0,1.8233480008684384e+21,10.46958722128758
600.0,2.2447633784132238e+21,12.889336522844694
600.0,2.7635770147361627e+21,15.868342513192832
600.0,3.4022997656780506e+21,19.535861575939947
600.0,4.188645235435288e+21,24.051024056040625
600.0,5.156732244854953e+21,29.609738781966353
600.0,6.34856521630521e+21,36.453193373115
600.0,7.815856707684091e+21,44.878319153123876
600.0,9.622271173675075e+21,55.25067473224562
600.0,1.1846187309026775e+22,68.02030726580684
600.0,1.4584098829439802e+22,83.74127959444601
600.0,1.7954801246878267e+22,103.0957105311453
600.0,2.210454629971019e+22,126.923371381426
600.0,2.721338768375309e+22,156.25812286303307
600.0,3.3502993419772367e+22,192.3727733901958
600.0,4.124626382901331e+22,236.83430508296706
600.0,5.077917243205382e+22,291.57186370839634
600.0,6.2515343536896986e+22,358.96046257574784
600.0,7.696399902471151e+22,441.92403222233247
600.0,9.475205302806547e+22,544.0622871228711
600.0,1.1665131316981984e+23,669.8069140545169
600.0,1.4361196859990715e+23,824.6138589898443
600.0,1.7680381784572013e+23,1015.2000556727347
600.0,2.1766702531534548e+23,1249.8348673165058
600.0,2.6797460873256894e+23,1538.698886816876
600.0,3.299093687770942e+23,1894.325663497375
600.0,4.0615859883769544e+23,2332.1455225123673
600.0,5.0003068424910695e+23,2871.155072741305
600.0,6.155986501483489e+23,3534.7414525177483
600.0,7.578768863625915e+23,4351.697076472416
600.0,9.33038717262036e+23,5357.468912440486
600.0,1.1486842567375547e+24,6595.696493431735
600.0,1.414170170289015e+24,8120.105397615892
600.0,1.7410156523040083e+24,9996.838352712737
600.0,2.14340223351485e+24,12307.325109303421
600.0,2.6387891048289296e+24,15151.815604279289
600.0,3.2486706558783745e+24,18653.729715203324
600.0,3.9995090972036694e+24,22965.01233750401
600.0,4.923882631706711e+24,28272.72613647165
600.0,6.061898993497547e+24,34807.16802762285
600.0,7.462935686310113e+24,42851.86155219366
600.0,9.187782428863321e+24,52755.858707927815
600.0,1.1311278765939213e+25,64948.88500050161
600.0,1.392556128874465e+25,79959.98484571111
600.0,1.7144061358519615e+25,98440.47632960776
600.0,2.110642679101546e+25,121192.21131293055
600.0,2.598458104929242e+25,149202.36706027057
600.0,3.1990182847750607e+25,183686.27897139912
600.0,3.938380983288489e+25,226140.17288833667
600.0,4.848626481239088e+25,278406.08498541947
600.0,5.969249509970703e+25,342751.78605784813
600.0,7.348872892180358e+25,421969.1780515444
600.0,9.047357242349274e+25,519495.4321709767
600.0,1.1138398264826183e+26,639562.1246382693
600.0,1.3712724343984009e+26,787378.8409696617
600.0,1.688203316700366e+26,969359.2151933243
600.0,2.0783838185797468e+26,1193399.2116463485
600.0,2.5587435201685787e+26,1469219.7237471992
600.0,3.1501247957553214e+26,1808788.354795291
600.0,3.878187145610719e+26,2226838.6814864203
600.0,4.7745205385661314e+26,2741509.530519612
600.0,5.8780160722748755e+26,3375132.0059309085
600.0,7.23655342286962e+26,4155198.4155605687
600.0,8.909078300934106e+26,5115555.13749897
600.0,1.0968160052731357e+27,6297871.183911134
600.0,1.3503140378698723e+27,7753446.181899591
600.0,1.6624009789266134e+27,9545436.218065016
600.0,2.0466179993919774e+27,11751594.124152856
600.0,2.519635929317003e+27,14467643.102309648
600.0,3.101978590138087e+27,17811430.068505436
600.0,3.818913304781846e+27,21928038.923949778
600.0,4.7015472240221297e+27,26996085.614736047
600.0,5.78817703770128e+27,33235468.116675783
600.0,7.125950633568367e+27,40916907.61017627
600.0,8.77291280161332e+27,50373694.828137346
600.0,1.0800523745162496e+28,62016151.24030581
600.0,1.32967596746621e+28,76349432.53184226
600.0,1.6369930016117018e+28,93995446.85297675
600.0,2.015337685941735e+28,115719838.85284276
